time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CPP_At31,Neglect_Initial,Physical_Initial,Sexual_Initial,Emotional_Initial,Multiple_Initial,Neglect_Latest,Physical_Latest,Sexual_Latest,Emotional_Latest,Multiple_Latest
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans by Initial and Latest Category of Abuse,309,110,25,c,159,c,107,23,c,158,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans by Initial and Latest Category of Abuse,305,175,23,c,84,c,169,22,7,88,19
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans by Initial and Latest Category of Abuse,273,89,c,c,128,50,100,c,c,145,25
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans by Initial and Latest Category of Abuse,290,103,21,c,144,c,93,21,6,155,15
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans by Initial and Latest Category of Abuse,295,154,c,c,129,0,150,c,c,139,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans by Initial and Latest Category of Abuse,252,127,21,8,96,0,128,19,c,97,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Child Protection Plans by Initial and Latest Category of Abuse,251,128,19,c,99,c,119,16,c,111,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Child Protection Plans by Initial and Latest Category of Abuse,163,47,c,c,74,0,51,c,c,71,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans by Initial and Latest Category of Abuse,138,57,9,0,72,0,c,c,0,80,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans by Initial and Latest Category of Abuse,247,150,c,c,86,0,148,c,c,92,0
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans by Initial and Latest Category of Abuse,142,45,38,c,51,c,50,35,c,49,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans by Initial and Latest Category of Abuse,220,59,14,12,124,11,61,c,10,137,c
2024,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans by Initial and Latest Category of Abuse,224,110,c,c,95,9,101,12,c,101,c
2023,Reporting year,National,E92000001,England,,,,,,Child Protection Plans by Initial and Latest Category of Abuse,50780,25050,3630,1890,19000,1210,24360,3030,1780,20640,970
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans by Initial and Latest Category of Abuse,3400,2130,180,90,1000,10,2090,160,90,1050,10
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans by Initial and Latest Category of Abuse,7680,3600,470,250,3270,80,3430,360,250,3590,30
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Child Protection Plans by Initial and Latest Category of Abuse,5820,2320,700,230,2490,80,2220,580,200,2750,80
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans by Initial and Latest Category of Abuse,4240,2310,420,160,1070,280,2340,380,140,1150,220
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Child Protection Plans by Initial and Latest Category of Abuse,5790,2590,360,270,2410,160,2510,270,250,2630,140
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Child Protection Plans by Initial and Latest Category of Abuse,3610,1870,190,180,1020,360,1760,170,170,1210,310
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Child Protection Plans by Initial and Latest Category of Abuse,7580,3380,630,200,3250,130,3260,520,200,3510,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Child Protection Plans by Initial and Latest Category of Abuse,8300,4640,360,320,2900,90,4580,300,300,3050,70
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Child Protection Plans by Initial and Latest Category of Abuse,4370,2230,320,180,1620,20,2180,290,180,1700,20
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Child Protection Plans by Initial and Latest Category of Abuse,2560,1140,260,80,1060,30,1110,240,90,1100,30
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Child Protection Plans by Initial and Latest Category of Abuse,5020,2240,370,120,2190,100,2150,280,110,2410,70
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Child Protection Plans by Initial and Latest Category of Abuse,532,349,39,21,123,0,349,36,21,126,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Child Protection Plans by Initial and Latest Category of Abuse,116,61,c,c,39,0,55,c,c,42,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Child Protection Plans by Initial and Latest Category of Abuse,204,59,9,11,125,0,62,6,11,125,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans by Initial and Latest Category of Abuse,176,113,6,0,57,0,110,6,0,60,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans by Initial and Latest Category of Abuse,469,281,25,6,157,0,273,17,7,172,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans by Initial and Latest Category of Abuse,342,138,29,c,154,c,135,24,c,164,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans by Initial and Latest Category of Abuse,212,109,c,c,99,0,107,c,c,102,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans by Initial and Latest Category of Abuse,416,348,10,10,48,0,352,8,10,46,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans by Initial and Latest Category of Abuse,209,170,c,c,20,0,162,c,c,27,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans by Initial and Latest Category of Abuse,192,136,c,c,47,0,137,c,c,49,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans by Initial and Latest Category of Abuse,235,197,c,c,30,0,188,c,c,39,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans by Initial and Latest Category of Abuse,297,171,20,c,96,c,164,20,13,100,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans by Initial and Latest Category of Abuse,139,86,c,0,c,0,82,c,0,c,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans by Initial and Latest Category of Abuse,356,233,12,25,86,0,219,c,c,117,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans by Initial and Latest Category of Abuse,379,160,21,16,182,0,144,25,c,189,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans by Initial and Latest Category of Abuse,212,85,7,c,114,c,92,c,c,111,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans by Initial and Latest Category of Abuse,218,140,c,c,69,0,149,c,c,62,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans by Initial and Latest Category of Abuse,342,175,c,c,163,0,172,c,c,166,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Child Protection Plans by Initial and Latest Category of Abuse,452,224,13,29,186,0,206,10,25,211,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans by Initial and Latest Category of Abuse,197,107,60,11,19,0,106,51,11,29,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans by Initial and Latest Category of Abuse,163,80,c,c,60,0,86,c,c,62,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans by Initial and Latest Category of Abuse,728,305,44,36,337,6,282,47,38,361,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans by Initial and Latest Category of Abuse,307,177,19,c,94,c,156,14,c,119,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans by Initial and Latest Category of Abuse,460,237,23,8,160,32,247,13,c,187,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans by Initial and Latest Category of Abuse,503,260,20,10,213,0,231,18,8,246,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans by Initial and Latest Category of Abuse,436,118,31,20,261,6,101,c,20,294,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans by Initial and Latest Category of Abuse,320,134,25,c,152,c,130,15,9,166,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans by Initial and Latest Category of Abuse,332,153,21,c,135,c,134,17,20,161,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans by Initial and Latest Category of Abuse,280,146,44,c,81,c,152,36,c,82,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans by Initial and Latest Category of Abuse,243,80,c,c,155,0,78,c,c,157,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans by Initial and Latest Category of Abuse,351,184,11,c,143,c,168,c,9,166,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans by Initial and Latest Category of Abuse,221,97,17,c,105,c,87,9,c,120,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans by Initial and Latest Category of Abuse,225,59,41,11,114,0,56,25,15,129,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans by Initial and Latest Category of Abuse,437,158,c,c,254,13,154,9,c,263,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans by Initial and Latest Category of Abuse,374,203,20,c,131,c,199,c,16,139,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Child Protection Plans by Initial and Latest Category of Abuse,312,171,7,10,108,16,163,c,10,133,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Child Protection Plans by Initial and Latest Category of Abuse,927,262,139,36,490,0,275,105,35,512,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Child Protection Plans by Initial and Latest Category of Abuse,229,106,35,7,81,0,108,23,c,93,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Child Protection Plans by Initial and Latest Category of Abuse,326,159,12,10,145,0,140,6,9,171,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans by Initial and Latest Category of Abuse,215,60,54,13,88,0,49,43,11,112,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Child Protection Plans by Initial and Latest Category of Abuse,426,157,101,13,142,13,144,93,7,151,31
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Child Protection Plans by Initial and Latest Category of Abuse,441,192,49,37,163,0,187,42,35,177,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Child Protection Plans by Initial and Latest Category of Abuse,601,187,89,13,312,0,197,82,12,310,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,282,83,68,11,120,0,91,56,7,128,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,113,42,c,c,50,0,45,c,c,52,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Child Protection Plans by Initial and Latest Category of Abuse,375,160,39,10,115,51,154,34,10,135,42
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Child Protection Plans by Initial and Latest Category of Abuse,395,123,42,22,208,0,139,26,c,210,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Child Protection Plans by Initial and Latest Category of Abuse,601,177,37,c,350,c,168,35,c,369,c
