time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,N1_Abuse_or_neglect,N2_Childs_disability_or_illness,N3_Parents_disability_or_illness,N4_Family_in_acute_stress,N5_Family_dysfunction,N6_Socially_unacceptable_behaviour,N7_Low_income,N8_Absent_parenting,N9_Cases_other_than_CIN,N0_Not_stated
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary need at assessment,1200,611,83,31,144,271,28,0,32,0,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary need at assessment,1711,325,165,c,74,1029,13,0,35,c,56
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary need at assessment,1431,1061,162,45,21,65,21,c,19,c,26
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary need at assessment,2196,1894,81,c,45,157,c,c,c,c,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary need at assessment,2835,1293,242,43,331,340,99,21,94,0,372
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary need at assessment,1660,1042,167,12,151,216,15,0,41,7,9
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary need at assessment,2393,253,258,c,640,1223,c,c,10,0,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary need at assessment,1573,1127,121,20,116,124,c,c,50,13,0
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary need at assessment,1435,919,207,8,185,79,22,c,c,0,9
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary need at assessment,2279,1199,156,12,374,392,23,c,40,c,78
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary need at assessment,1994,1289,173,7,120,323,26,c,46,c,6
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary need at assessment,1336,1064,80,c,67,86,c,c,32,0,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary need at assessment,2075,1312,69,52,93,84,15,c,c,16,422
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary need at assessment,2357,1934,96,22,86,131,c,c,66,0,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary need at assessment,1411,810,96,32,172,180,73,0,33,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary need at assessment,2230,1635,109,15,184,138,13,0,136,0,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary need at assessment,2360,1709,120,105,35,171,117,42,48,7,6
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary need at assessment,2727,2083,244,19,100,141,21,0,48,24,47
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary need at assessment,1189,1023,20,8,17,77,16,0,23,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary need at assessment,1236,760,152,7,126,133,28,0,30,0,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary need at assessment,8051,4572,673,98,471,1945,27,36,220,0,9
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary need at assessment,3834,2501,126,42,406,341,52,c,279,c,83
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary need at assessment,5462,3709,414,94,188,224,80,11,582,8,152
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary need at assessment,2747,1675,91,31,186,598,92,6,55,13,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary need at assessment,3403,2591,363,21,180,155,57,6,30,0,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary need at assessment,2638,1412,119,16,182,785,27,c,36,43,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary need at assessment,2739,1279,291,c,411,618,27,c,49,38,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary need at assessment,1643,1299,76,c,59,130,44,0,26,c,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary need at assessment,2181,814,149,49,379,631,72,0,44,32,11
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary need at assessment,2122,1752,47,c,108,119,36,c,50,0,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary need at assessment,1536,1006,79,16,226,116,46,c,40,c,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary need at assessment,1551,995,65,15,142,176,78,c,65,c,8
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary need at assessment,2964,2108,189,55,335,172,33,c,65,c,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary need at assessment,2618,2116,152,31,82,148,15,c,56,c,13
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary need at assessment,1696,1360,91,10,44,71,15,c,21,75,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary need at assessment,6165,5580,295,8,85,60,8,14,94,21,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary need at assessment,1452,1229,29,13,46,59,10,0,59,7,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary need at assessment,2281,1520,40,44,214,196,c,c,63,193,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary need at assessment,1808,1198,241,14,58,176,24,0,49,26,22
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary need at assessment,3372,2150,270,24,292,450,c,c,107,37,22
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary need at assessment,2375,1693,94,13,240,195,15,7,67,0,51
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary need at assessment,5589,3860,194,120,321,237,181,32,310,0,334
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary need at assessment,1829,1315,90,82,13,200,45,c,74,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary need at assessment,1064,531,56,c,66,248,53,0,73,29,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary need at assessment,3021,2073,393,27,326,54,c,c,97,41,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary need at assessment,2126,1968,22,c,49,27,c,0,29,18,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary need at assessment,3868,2623,198,41,428,358,61,25,117,17,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary need at assessment,2384,2085,70,19,33,132,10,0,33,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary need at assessment,1065,711,76,34,114,46,17,0,41,26,0
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary need at assessment,2229,1571,160,91,120,c,95,c,119,0,0
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary need at assessment,5544,2717,503,447,796,471,c,c,153,204,141
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary need at assessment,2110,1605,c,39,101,134,21,0,81,c,120
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary need at assessment,2887,1702,123,103,190,407,28,6,151,44,133
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary need at assessment,3480,2745,257,29,30,186,c,c,146,75,0
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Primary need at assessment,2321,942,425,89,147,383,56,8,40,119,112
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary need at assessment,2937,1996,150,10,114,126,46,11,44,8,432
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary need at assessment,4417,1292,181,189,271,823,148,26,173,145,1169
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary need at assessment,157,89,19,c,c,13,c,0,24,c,0
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Primary need at assessment,2815,1059,487,121,167,462,59,9,140,156,155
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary need at assessment,9318,6345,221,95,1015,813,316,25,379,8,101
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary need at assessment,3780,3149,151,42,237,57,15,7,101,21,0
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary need at assessment,2280,1560,258,16,108,219,37,c,59,12,c
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary need at assessment,1895,1166,95,93,130,145,69,0,66,26,105
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary need at assessment,2845,2027,54,19,156,186,19,20,100,17,247
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary need at assessment,1934,1127,334,c,78,114,15,0,100,c,150
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Primary need at assessment,2119,1210,59,65,230,288,59,c,185,11,c
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary need at assessment,5454,1614,539,44,1038,1624,c,c,267,239,56
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Primary need at assessment,3875,2323,257,140,303,644,99,7,55,18,29
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary need at assessment,1665,1293,224,11,26,36,16,c,39,c,14
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary need at assessment,2184,1217,72,69,73,434,94,13,109,90,13
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary need at assessment,3778,1333,394,c,394,1058,64,c,291,0,225
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary need at assessment,2619,936,117,37,324,670,58,17,64,35,361
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary need at assessment,3922,2772,382,81,210,202,35,c,172,c,53
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary need at assessment,1372,808,270,11,42,119,17,c,96,c,0
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary need at assessment,2859,1740,207,39,454,98,c,0,289,c,0
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary need at assessment,1481,896,73,c,191,99,45,c,154,0,0
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary need at assessment,6137,3976,1038,53,275,226,51,c,475,c,0
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary need at assessment,5762,1823,1248,335,719,1454,86,65,24,c,c
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary need at assessment,1647,1194,158,15,37,95,9,c,130,0,c
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Primary need at assessment,4852,2927,214,11,542,253,23,9,269,24,580
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary need at assessment,1746,1343,153,c,43,74,15,c,107,0,0
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary need at assessment,1248,931,72,12,32,43,25,0,52,0,81
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Primary need at assessment,4118,2724,205,31,250,175,38,9,290,60,336
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary need at assessment,1384,897,145,c,71,78,16,0,146,18,c
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Primary need at assessment,1091,604,141,69,97,79,47,c,50,0,c
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary need at assessment,2180,1011,171,51,451,232,73,6,129,10,46
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary need at assessment,3846,2596,295,49,267,315,126,c,125,38,c
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary need at assessment,3580,2227,162,14,197,496,12,16,218,23,215
